iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
601042	425866	White - Sparkling	1001	R. Dumont et Fils Champagne Brut Tradition	France, Champagne	R. Dumont et Fils	Champagne Blend	Champagne Blend	France	Champagne	1/27/2008	False	86	NOSE: Good fruit, a little yeast, apple component. \nPALATE: fine bubbles, sweet, but not cloying. Refreshing. $15/half.	88.5454545454545
601039	412978	White	2006	Domaine Corsin Pouilly-Fuissé Vieilles Vignes	France, Burgundy, Mâconnais, Pouilly-Fuissé	Domaine Corsin	Chardonnay	Chardonnay	France	Burgundy	1/27/2008	False	80	NOSE: Straightforward and delicious. Bright fruits - pineapple and slight gewurz characteristic. Simple.\nPALATE: Sweet (definitely off-dry, but not as sweet as the Barmes Buecher wines), medium-bodied, round and full in the mouth. Decent midpalate aromatics, but none of the depth or secondary aromatics of the Tablas Creek 2006 Esprit de Beaucastel Blanc. Enough acidity to balance. Clean finish. not very long. $19/half. OVERALL: Clean, clear, focused, straightforward, simple, delicious. Not interesting. PASS (on QPR).	80
598202	453658	Red	2006	Georges Trichard Chénas Domaine des Pierres	France, Burgundy, Beaujolais, Chénas	Georges Trichard	Gamay	Gamay	France	Burgundy	1/25/2008	False	86	Tasted with Indian food.\n\nNOSE: Deep nose with some interesting fruit complexity. Dark fruits, rich and deep aromas. A little tea, a little rose petals, a little wood/forest floor, but mostly interesting and intense fruit. \nPALATE: Light body, but not as light or candylike as the Roux Pere et Fils Beaujolais-Village. This was much more real. Good fruit on the midpalate. Slightly sweet, but with very gripping acidity that paired excellently with the Indian food. Much more acidic than Roux Pere. Very smooth - low alcohol? (would make sense: carbonic maceration). The finish was the only weak part, with a little unpleasant bitterness mixed with long, lingering acidity. Not tannic. CONCLUSION: paired well with Indian food. The best acidity-driven flavor profile I've seen in a Red Wine. $10/half.	86.3333333333333
596603	354294	Red	2003	Bodegas y Viñedos Valderiz Ribera del Duero	Spain, Castilla y León, Ribera del Duero	Bodegas y Viñedos Valderiz	Tempranillo	Tempranillo	Spain	Castilla y León	1/23/2008	False	85	NOSE: Exactly, I mean EXACTLY like barbecue ribs - smokiness, some caramelized sweetness, a little savory, slight cherry, a little meat, some volatile acidity, maybe a little mesquite. Crazy! \n\nPALATE: Some sugar, but with good tannic grip to balance it. Really falls apart on the midpalate. Quite hollow - I get nothing except generic "wine" smells. Very surprising considering the deep, interesting nose. 100% Tempranillo. PASS (On QPR). $30	89.2173913043478
596595	436473	Red	2006	Bodegas Ponce Manchuela Clos Lojen	Spain, Castilla-La Mancha, Manchuela	Bodegas Ponce	Bobal	Bobal	Spain	Castilla-La Mancha	1/23/2008	False	80	NOSE: Deep, musty raisins. Slightly caramelized. A hint of the hot dustiness that Aussie Shiraz's sometimes have (According to the importer, it was a hot year). Slight barnyard - interesting, not offensive.\nPALATE: Sweet. More raisins on the midpalate. Strangely, the barnyard really comes through on the finish. Fine tannins, with a little grip. Dirty, a little bitter on the finish. \nCarbonically macerated (usually means lower alcohol, less tannins).PASS (on QPR) - $17	80
596552	495400	White	2006	CastellRoig Xarello Penedès Vi de Terrer	Spain, Catalunya, Penedès	CastellRoig	Xarello	Xarello	Spain	Catalunya	1/23/2008	False	85	CastellRoig Xarel-lo 2006:\nNOSE: Good fruit, slight gewurz quality, warm stones, some yeast (the winemaker said they ferment for 6 months), some ripe pear, slight apricot. \nPALATE: Clean, crisp, slightly sweet, but with excellent balancing acidity. Light body, nervoux acidity. Focused. Clean, fresh lemon finish. Long. $16.	87.7368421052632
596545	331639	White - Sparkling	1001	CastellRoig Cava Brut	Spain, Cava	CastellRoig	Macabeo-Xarel-lo-Parellada Blend	Macabeo-Xarel-lo-Parellada Blend	Spain	Spain	1/23/2008	False	70	NOSE: yeast, hints of apricot, brown rice, almond. Not very aromatic.\nPALATE: Thin, watery, big bubbles, sweet, not much going on. Thin, bitter finish. PASS. $15	86.0571428571429
596232	117342	Red	2004	Château Siran	France, Bordeaux, Médoc, Margaux	Château Siran	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	84	Smells like a chocolate store. Good fruit, if a little sweet. Strong tannins, though not as powerful as the Kirwan. Straightforward and easy-drinking. $24	88.0357142857143
596231	361497	Red	2004	Château Valrose St. Estèphe Cuvée Alienor	France, Bordeaux, Médoc, St. Estèphe	Château Valrose	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	84	NOSE: A little milk chocolate, sugary liquorice, chocolate liqueur. Blue. PALATE: slightly salty, tannic, sour on the finish. PASS (on QPR). $27	87.2916666666667
596230	470057	Red	2004	Moulin de Duhart	France, Bordeaux, Médoc, Pauillac	Moulin de Duhart	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	83	NOSE: Very little fruit. Sulfur, dirt, grass, manure. PALATE: A little milk chocolate action, grass, manure. Not ripe fruit, but green fruit. Finish is not good. again, more greenness than fruit. According to the importer it is "closed down" but since this wine was double-decanted ~40min before tasting, I'm inclined to say the fruit wasn't ripe enough.	84.5
596229	123205	Red	2002	Château Belle-Vue (Haut-Médoc)	France, Bordeaux, Médoc, Haut-Médoc	Château Belle-Vue (Haut-Médoc)	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	84	NOSE: Rich fruit, dark cherry. Some sulfur-like notes, mineral tones, slight wood, slight barnyard. PALATE: Acidic. Midpalate didn't do so well - too hot, disjointed. Acidic, bitter finish with weak tannins. Seemed slightly sweeter (in fact, each wine was increasingly sweet, probably due to palate fatigue) but it didn't bother me that much. (This is all relative - all the wines at the Bordeaux tasting were very good).	88.6666666666667
596228	264076	Red	2003	Château De Mignot	France, Bordeaux, Médoc, St. Estèphe	Château De Mignot	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	86	NOSE: Warm, sulfur-like, black-raspberry. A little cooked-vanilla/baking pie. Simple, clean. PALATE: Fresh acidity, light/medium body, smooth and refreshing. Subtle, soft tannins. Light and acidic on the finish. For me - a very good wine, my style of dryness with good fruit. Not dense or tannic, and more acidic than I would like, but I appreciate this lighter, more refreshing style. Not a great QPR at $20, but WL had it on sale for $15.	87.0769230769231
596226	9918	Red	2002	Charles Shaw Merlot	USA, California	Charles Shaw	Merlot	Merlot	USA	California	1/23/2008	False	50	Fake nose. Sugar water. I have heard that some of these wines are decent and good values, but this wine in particular is unacceptable. There are so many better options, even for the price. Evian springs to mind.	74
596225	219512	White	2003	Murphy-Goode Chardonnay	USA, California, Sonoma County, Alexander Valley	Murphy-Goode	Chardonnay	Chardonnay	USA	California	1/23/2008	False	50	Sugar water	87
596219	257474	Red	2005	Cycles Gladiator Pinot Noir	USA, California, Central Coast	Cycles Gladiator	Pinot Noir	Pinot Noir	USA	California	8/27/2007	False	70	Unremarkable, unoffending. $13	83.4
596218	194919	Red	2004	Redheads Studio Shiraz Barrel Monkeys	Australia, South Australia, Fleurieu, McLaren Vale	Redheads Studio	Shiraz	Syrah	Australia	South Australia	8/27/2007	False	90	It was briefly and faintly sweet on the tip of the tongue for a fraction of a second, then deep and powerful, the dark fruit registering boldly and lucidly, but again, almost too quickly to capture. Blackberries and smoke! There were multiple dimensions to the flavour: mouthfeel (viscosity, texture, astringency, alcoholic bite), flavour, associations (visceral associations with smoke and dark fruits), location on the tongue, and time (the time-sequence of flavours and sensations was surprisingly quick and difficult to dissect). Tasted like a velvety persian night. Remarkable clarity and intensity of flavors, especially blackberries and smoke. My reference point so far for a delicious, complex, and individual Shiraz. $16. RP-90. (this was my first memorable wine). Probably a 98-point experience.	88.1052631578947
596215	171618	Red	2004	Bonny Doon Vineyard Zinfandel Cardinal Zin	USA, California	Bonny Doon Vineyard	Zinfandel	Zinfandel	USA	California	1/23/2008	False	70	Disappointing, given Ralph Steadman's colorful description. An uninspiring, if unoffending wine. WAY overpriced at $20.	84.375
596214	221797	Red	2004	Yalumba Shiraz & Viognier Barossa	Australia, South Australia, Barossa	Yalumba	Shiraz Blend	Syrah	Australia	South Australia	1/23/2008	False	82	Lighter and brighter than Barrel Monkeys, fruity, floral, and complex - a heady and colorful wine. Not my style - too acidic. PASS (on QPR).$20. RP-90.	87.5625
596211	194919	Red	2004	Redheads Studio Shiraz Barrel Monkeys	Australia, South Australia, Fleurieu, McLaren Vale	Redheads Studio	Shiraz	Syrah	Australia	South Australia	9/30/2007	False	90	Still the standard for an excellent Shiraz! Deep, smoky, with blackcurrants and blackberries. A complex nose. The aroma blooms after~15 minutes, and the taste improves with each sip. Ripe fruit without residual sugar. Very long, fruity, tannic finish without bitterness.$16. RP-90. Probably a 95-point experience for me, but not because of the wine.	88.1052631578947
596208	299455	Red	2004	Château Haut-Maurac	France, Bordeaux, Médoc	Château Haut-Maurac	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	70	Nothing much going on here. No fruit, no tannins, bitter on the finish. $18	82.8125
596204	266508	Red	2005	Marquis Philips Shiraz	Australia, South Eastern	Marquis Philips	Shiraz	Syrah	Australia	South Eastern	1/23/2008	False	70	Fruity and viscous, with plum and pear besides the characteristic Shiraz blackcurrants and blackberries, this smokeless wine delivered complex flavours and scents with great clarity and intensity- but quite frankly, too sweet.$19. RP-91	88.4936708860759
596203	492377	Red	2004	Bodegas Borsao Campo de Borja Crianza	Spain, Aragón, Campo de Borja	Bodegas Borsao	Grenache Blend	Grenache	Spain	Aragón	1/23/2008	False	75	Fruity, sans sweetness, with nice acidity, this was a drinkable, bright wine. Since we have not previously tasted the Spanish varietals in this blend, we didn't know what to focus on, or to expect with this blend. No one aspect of the wine's nose or flavour stood out, as in the case of the B.M.'s smokiness, or the Yalumba's floral bouquet. (RP89).$13	86.65
596202	368657	Red	2005	Domaine Louis Cheze St. Joseph Cuvée Ro-Rée	France, Rhône, Northern Rhône, St. Joseph	Domaine Louis Cheze	Syrah	Syrah	France	Rhône	1/23/2008	False	90	This 100% French Syrah possessed a lush, perfumed bouquet of bright warm hillsides, sun-drenched raspberries, gentle wood tones, and fresh bread. After an exceptional bouquet, quite distinct from Barrel Monkeys Shiraz and the Marquis Philips Shiraz, the light, acidic body with only moderate fruit concentration did not quite satisfy. The finish, though, lasted almost half a minute, with strong, fruity tannins.\n$15/half\n\nFull:\nThe bouquet was full and lush. Instead of the Marquis Philips' Plum and ripe pear notes, or the B.M.'s dark blackberries and smoke, this syrah smelled of bright warm hillsides, sun-drenched raspberries, gentle wood tones, and freshly baked bread. Not intense or powerful, the aromas were nevertheless mesmerizing, enchanting, and seductive. We tasted from two types of glasses - Reidel's 'Bordeaux' tumbler, and a Ravenscroft Vintner's Amplifier. While the Ravenscroft displayed a more concentrated aroma, each type of glass developed a distinct nose, both delicious. We took the first taste 20 minutes after decanting, and for the next hour or two, the bouquet continued to change, each inhalation releasing subtly different flavors.\n\nIf the bouquet was revelatory and beautiful, the taste and mouthfeel were not quite satisfying. It tasted good on the palate - all the elements of a Shiraz came through nicely, but it lacked texture, chewiness, and extract. The clear note of acidity (not present in Barrel Monkeys, present in Marquis Philips, but squashed by the sweetness) was not unpleasant, though wanted for more supporting fruit concentration. After such an attractive and lush nose, the mouthfeel and taste seemed a poor confirmation. The finish, however, was long, nicely tannic, and fruit-filled.\n\nRP on the Saint-Joseph AOC:\n"The northern Rhône's most underrated appellation for red and white wine. The reds and whites are juicy and best drunk young, preferably within 10 years of the vintage. No northern appellation has made as much qualitative progress as St.-Joseph. Moreover, these wines are fairly priced." - WBG 6th Ed. 698\n\nAromatic Profile:\n"The red wines are the lightest, fruitiest, and mst feminine of the northern Rhône... Syrah can be at its fruitiest, lightest, and most charming in this appellation. A good St.-Joseph red should display a Burgundy-like black cherry, raspberry, and occasionally cassis-scented nose with medium body, light tannin, and zingy acidity. These are the Rhône's Valley's lightest reds and are best drunk in their first 5-6 years of life." - WBG 6th Ed. 705\n\nTextural Profile:\n"Good fruit presented in a medium-bodied, zesty format is the hallmark of a fine St.-Joseph red. They should not possess tannin for support, but rather crisp acidity"- WBG 6th Ed. 705 \n\nLouis Chèze:\n"This is a northern Rhône estate to watch carefully. Chèze... has already made considerable progress with the quality of both his red and white wines. Moreover, he seems poised to soar enormously in quality over the next 4-5 years..." -WBG 6th Ed. (2002) 766	89
596201	439128	Red	2005	Bodegas Olivares Jumilla Panarroz	Spain, Murcia, Jumilla	Bodegas Olivares	Mourvedre Blend	Mourvedre	Spain	Murcia	1/23/2008	False	88	The aroma of this blend of Mourvedre, Grenache, and Syrah is dark and salty, with a trace of blackberries. The palate reveals a medium-bodied wine with good extract and a simple tannic finish that is soothingly reminiscent of fresh bread. A good, straightforward wine.$10	85
596200	358406	Red	2003	Small Gully The. Formula	Australia, South Australia	Small Gully	Cabernet-Shiraz Blend	Red Blend	Australia	South Australia	1/23/2008	False	87	This is a delicious, deep wine, with lush aromas of dark cherry and overripe orange. The shiraz character is present but not dominant. Dark and dense, though medium-bodied, the fruit extract comes through boldly on the palate, and the gently tannic finish has hints of wood. I would have liked more tannins. Maybe not the greatest QPR at $20	86.6666666666667
596198	111152	White	2004	Malivoire Gewürztraminer Estate Bottled	Canada, Ontario, Niagara Peninsula, Beamsville Bench VQA	Malivoire	Gewürztraminer	Gewürztraminer	Canada	Ontario	1/23/2008	False	70	For me, this wine did something very special on the aromatics. Subtle lychees, lemon rind, a hint of grapefruit, rosepetal, and faint orange and spices instantly recalled a fruit market in India. A beautiful nose. On the palate, it was not to my tastes. Fruity and full-bodied, with good aromatics on the midpalate. A sweet, syrupy body with low acidity and bitterness from the midpalate to the finish. I felt slightly nauseous after the first sip, it was that sweet. Not my style.\n\nASPECT: brilliant golden color. "good color" according to GV. COMPARISON TO BARMES BUECHER: sweeter, less lychee characteristic, more complex nose. OVERALL: Great to smell, can't drink it. PASS. $19	70
596196	250673	Red	2005	Redheads Studio Yard Dog Red	Australia, South Eastern	Redheads Studio	Red Blend	Red Blend	Australia	South Eastern	1/23/2008	False	86	NOSE: blueberries, butter, apple jolly-rancher. PALATE: Low acidity, medium to full-bodied, mouth-filling, tongue-coating fruit bomb. Slight dryness from light tannins yield to a smooth finish. Dark fruit on the midpalate. Very interesting by itself, but paired with the Thanksgiving fare, took on a fake, herbal quality that didn't go with the food. Didn't go with Kaltbach cave-aged cheese, either. In conclusion: interesting, a little "fake", good and satisfying and intriguing by itself. Red Heads Studio also produced the '04 Barrel Monkeys Shiraz. Mostly Petit Verdot with Merlot and a little Cabernet. $11.\n\nSecond Tasting (JF): Good, deep, dry, tannic.	85.6818181818182
596195	470047	Red	2005	Roux Père & Fils Beaujolais-Villages	France, Burgundy, Beaujolais, Beaujolais-Villages	Roux Père & Fils	Gamay	Gamay	France	Burgundy	1/23/2008	False	70	Second Tasting. Opened while cooking Thanksgiving dinner. On the nose, it never developed the strong aromatics I remembered. It seemed to take on onion and pie characteristics at different times, depending on what it was close to. In fact, the nose seemed "tired" the entire time. Pretty disappointing. On the palate it presented none of the grippy tannins I recall, weak retronasal aromatics, mostly acidity and alcohol. I don't know what killed this wine, but it did not show well at all. Not corked. $12	76.5
596194	470047	Red	2005	Roux Père & Fils Beaujolais-Villages	France, Burgundy, Beaujolais, Beaujolais-Villages	Roux Père & Fils	Gamay	Gamay	France	Burgundy	1/23/2008	False	83	This Gamay (the first I've tasted) has a powerful, appetizing nose of candied cherries and strawberries, which is supported by a medium-bodied, slightly sweet, fruity palate, with good acidic freshness and strong tannins at the finish. The simplicity of this wine becomes boring after a glass or two, perhaps sooner if one is already acquainted with the flavor profile, and I eventually found the sweetness to be cloying. This would be a good, delicious introduction to red wine. Drinks easily. For lots of flavor and tannins with low alcohol content (12.5%) this is a good choice. $12.	76.5
596191	385287	Red	2004	Château Cap de Merle	France, Bordeaux, Libournais, Lussac-St. Émilion	Château Cap de Merle	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	50	Unacceptable.	68.5
596190	451213	Red	2005	Château Calissanne Coteaux d'Aix-en-Provence	France, Provence, Coteaux d'Aix-en-Provence	Château Calissanne	Syrah Blend	Syrah	France	Provence	1/23/2008	False	70	This 70:30 Cab/Shiraz blend has a pleasant nose of light cherries with a hint of spiced oranges, though the aroma is weak and tenuous. In the mouth this wine revealed a light body, with subdued acidity and slightly sweet fruit on the midpalate (by which I mean the part of the palate where the sense of smell is most in play. In time, the point right before swallowing, if you were to swallow). The texture was soft and watery, with a little milkiness. The finish revealed lots of soft tannins with some bitterness. A rather weak, subdued wine. Drinks easily.\n$13\n\nTasting Notes:\n\nBenefited noticeably from aeration. After two hours or so, it was a bit better than 20 minutes after opening. However the aroma was always slightly weak and "closed." Tasted in close to ideal conditions, out of the Reidel bordeaux, and the Ravenscroft amplifier.\n\nThis 70:30 Cab/Shiraz blend possessed a pleasant, if rather tenuous, nose of light cherries and a hint of spiced orange. Due to the weakness of the aroma it was a bit difficult to detect subtleties under the relative strength of the alcohol fumes, and my nose was left somewhat singed by the experience. At times, the smell was a bit fake and artificial. At one point, there was a whiff of something warm and wholesome, akin to the smell of pie still baking. In the mouth this wine revealed a light body, with subdued acidity and slightly sweet fruit on the midpalate. Perhaps it was the tannins that evoked a soft, watery-milk texture, because it certainly wasn't high extract or concentration of fruit or alcohol (13%). The finish revealed lots of smooth tannins with some bitterness. A weak, wimpy wine that requires too much effort to detect its only slight complexity. Drinks easily and tastes quite sweet after a while, though not nearly to the extent of the Beaujolais-Villages.	84
596189	219581	Red	2004	Kiss Chasey Cabernet Merlot Shiraz	Australia, Western Australia, South West Australia, Margaret River	Kiss Chasey	Red Blend	Red Blend	Australia	Western Australia	1/23/2008	False	50	Too sweet. Gross. $12 (community)\n\nFull:\n\nThis Cab/Shiraz/Merlot/Tempranillo (49.3/28/17.7/5) has a nice nose of cherries with some raspberry character. There is also a shy but at times surprising second character of strong mineral scents, perhaps best described as wet metal. Medium-bodied, with a slightly syrupy texture, there is good fruit on the midpalate and a long finish with good, though not gripping tannins. Unfortunately the syrupy sweetness pervades the entire drinking experience, persisting almost as long as the tannins. The acidity is very low - which normally I wouldn't mind, but here it could have offset the sugar, and made the wine drinkable if not great. A disappointment from Vine St. Imports, the importer of both Barrel Monkeys and Small Gully The Formula.\n\n"A delicious blend boasting a deep ruby/purple-tinged color as well as plenty of berry fruit intermixed with notions of smoke, herbs, and spice box. Fine texture, abundant fruit on the palate, and a plump finish suggest this amazing value should be drunk over the next 1-2 years." RP-88	87
596187	269150	White	2004	Domaine Barmes-Buecher Gewurztraminer Herrenweg de Turckheim	France, Alsace	Domaine Barmes-Buecher	Gewürztraminer	Gewürztraminer	France	Alsace	1/23/2008	False	80	Lychees!!! Spritz of lemon and orange rind. HUGE for a white wine - medium bodied with notable bitterness, the finish is full of glycerine, with more heat than any of the other three wines, and a hint of yeast. I'm still surprised how much like lychees this smelled.$20\n\n-----\nLychees!!! The aroma is exactly like that of lychees, with a spritz of lemon rind, and something that suggested orange rind. On the palate, it was sweet like the others, almost medium-bodied (due to high glycerin concentration, perhaps?) with ripe melon and yeast on the midpalate. Again, bitterness made itself felt on the midpalate. The finish was bitter, with a little yeast, then faded into glycerol, with more alcohol "heat" than the Riesling.	82.5
596186	296461	White	2004	Domaine Barmes-Buecher Pinot Gris Rosenbourg Silicis	France, Alsace	Domaine Barmes-Buecher	Pinot Gris	Pinot Gris	France	Alsace	1/23/2008	False	76	Nose: equal parts subdued fruit and yeast, with a faint hint of citrus. Low acidity, but the sweetness is countered by notable bitterness that extends from midpalate to finish. Slight alcohol "spiciness" on the back of the throat. Well-balanced, but I am not enthused by the hops-like bitterness. $24\n\nFull:\nThe nose displayed equal parts subdued fruit and yeast, with a faint hint of citrus. The acidity was low, but the sweetness was countered by a notable bitterness that first makes itself felt in the midpalate then lingers through the finish. A slight alcoholic bite on the back of the throat gives the impression of "spiciness." I'm not a big fan of the bitterness, but I can see how many would consider this a "well-balanced" wine. The co-proprietor and wife of the winemaker named this as her favorite, citing smoke and earth in the nose, which I can't corroborate, but... it could be there.	76
596184	324740	White - Sparkling	2005	Domaine Barmes-Buecher Crémant d'Alsace	France, Alsace, Crémant d'Alsace	Domaine Barmes-Buecher	White Blend	White Blend	France	Alsace	1/23/2008	False	80	Sweetness is balanced with acidity and strong, brilliant carbonation. A refreshing drink. Yeasty nose. $16	85
596183	428498	White	2006	Domaine Barmes-Buecher Riesling Tradition	France, Alsace	Domaine Barmes-Buecher	Riesling	Riesling	France	Alsace	1/23/2008	False	80	Nice fruit on the nose with strong lemon and a surprising hint of overripe melon. Sweetness is supported by acidity. Interesting flavorless glycerine finish. Balanced and pleasant.$16.5. Tasted at the Corkscrew.\n\n-- Full: \nThere is considerable fruit on the nose - green grapes (a wine that smells like grapes? incroyable!) with strong lemon and a hint of a diametrically opposite smell - perhaps overripe canteloupe. Sweet with balancing acidity, the body was unremarkable on the midpalate. In the finish, where tannins would take hold in a red wine, the flavor suddenly vanishes, leaving a tasteless but faintly sweet and viscous feeling, slightly warmed by alcohol. I know glycerol is viscous, and I've read that it imparts a slight sweetness to wine, so I'm going to guess that this finish is mostly glycerol.	88
596181	91186	Red	2004	Château Pontet-Canet	France, Bordeaux, Médoc, Pauillac	Château Pontet-Canet	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	89	A beautiful, more forward bouquet (Than Les Hautes de PC '04) with clear, delicious fruit, many shades of cherry, earth, wood, and spice. The concentration and extract fill the mouth, though the texture is watery. The acidity is noticably higher than Les Hautes Pontet-Canet, there is noticeable fruit on the midpalate, but the wine is really dominated by incredible, full, round, gripping tannins. The tannins will probably age this wine well, though it is too acidic and thin-textured for my tastes. The bouquet is very interesting, and I do not at all feel I completely understood its nuances. (RP 90) $47.\n\nFull:\nA clear, delicious note of fruit gave way to an aromatically complex bouquet, suggesting dark cherries, mellow cherries, and mereschino cherry tones, along with earth/wood/spice notions. Again this is a rough description, possibly confounded by ambient aromas, but this bouquet would probably be interesting to observe in-vitro-vinum. The bouquet seemed to me beautiful - not sickeningly sweet like the beaujolais' single scent. In the mouth this wine somewhat failed to satisfy. It was not viscous, though there was great concentration of flavour, and I suppose in one sense, the wine's flavor was "mouthfilling." It was noticeably more acidic than Le Hautes Pontet-Canet, but with absolutely incredible, full, round, gripping tannins. There is fruit on the mid-palate, possibly a lot of fruit, though it was hard to tell as I was (excitedly!) distracted by the tannins. The finish was long, and dominated by tannins. I can see how this might be an excellent wine when the tannins mellow and uncover more fruit, though to my taste it is a bit too acidic and not full-bodied enough.	91.5706371191136
596180	367559	Red	2004	Hauts de Pontet-Canet	France, Bordeaux, Médoc, Pauillac	Hauts de Pontet-Canet	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	1/23/2008	False	86	Possessed a subdued bouquet with fruit and hints of earth, wood, and spices. On the palate it was watery in texture, but with a good concentration of flavor, low acidity, a little fruit on the midpalate, and big tannins. The bouquet could be interesting, but is subdued and difficult to dissect.\n$24\n\nFull:\nThe bouquet of this second wine displayed greatly subdued fruit with possible hints of wood, earth, and spices. It was hard to be sure of the particulars given the plastic cup and the ambient aromas, but I'm fairly certain the bouquet has deeper nuances. That said, the subdued nature of the aromas would probably make it very difficult, even in ideal conditions, to decipher this bouquet. The palate displayed low acidity with a hint of fruit on the midpalate, and powerful, gripping tannins. The mouthfeel was watery.	88.8928571428571
596179	385530	Red	2005	Cousiño-Macul Cabernet Sauvignon Antiguas Reservas	Chile, Maipo Valley	Cousiño-Macul	Cabernet Sauvignon	Cabernet Sauvignon	Chile	Maipo Valley	1/23/2008	False	60	Nose: Interesting, if not appetizing: dominated by burnt rubber, with vegetal/earth tones, and a hint of olive. Less sweet than The Maitre D', but has noticeable residual sugar. Medium acidity and tannins balance out the palate. Too sweet. $13	84.75
596178	329426	Red	2006	Mollydooker Cabernet Sauvignon The Maitre D'	Australia, South Australia	Mollydooker	Cabernet Sauvignon	Cabernet Sauvignon	Australia	South Australia	1/23/2008	False	60	Sickeningly sweet. Hot with alcohol. Low acidity and weak, fine-textured tannins. $22. JM-91	87.1652892561983
596177	240771	White	2004	Domaine Barmes-Buecher Riesling Herrenweg de Turckheim	France, Alsace	Domaine Barmes-Buecher	Riesling	Riesling	France	Alsace	1/23/2008	False	70	COLOR: Light, watery, not brilliant. NOSE: Very reticent, even after warming in hands. Only the faintest hint of fruit. No lemon characteristic. Dull yeast. Maybe, just maybe, there was a hint of canteloupe rind. PALATE: Watery mouthfeel, thin flavor - poor concentration, hollow on the midpalate, some bitterness, acidity was not balanced by fruit or residual sugar - there was very little residual sugar, so it was fairly dry- much drier than the 06 Riesling Tradition. I didn't see the "minerality" but it could have been there. $24. Pass	87
596174	314357	Red	2006	Mollydooker Shiraz The Boxer	Australia, South Australia	Mollydooker	Shiraz	Syrah	Australia	South Australia	1/23/2008	False	65	This wine has become so popular that its price has inflated by 70% over Sarah and Sparky's intended price. Knowing about their glycerol-boosting methods, I expected a super-rich, overly-sweet wine that bore no resemblance to Shiraz. It turns out there was more to the wine than I expected. NOSE: Lots of alcohol interference, at times appeared more muted than the other's. Noteable and pleasing Shiraz note framed by rich, real fruit. A delicious if not complex nose. PALATE: As expected, glycerol sweetness prevailed. It struck me as less sweet than the Angels Share, and its quality of sweetness was different ("bluer"?). I think I am starting to be able to differentiate glycerine sweetness from sugar sweetness. A long, extracted wine, with a spicy bite, and bigger tannins than any of the others. To my palate, significantly better than the '06 Maitre D'. I appreciate that Sarah and Sparky Marquis have developed a truly unique, recognizable style of wines. In a blind tasting, I might have guessed Redbank, probably would have mistaken Winner's Tank and Angels Share for each other, but I'm sure I would have recognized the Mollydooker. Not drinkable for my palate. 94-JM, $34	88.8519855595668
596172	379596	Red	2006	Two Hands Shiraz Angels Share	Australia, South Australia, Fleurieu, McLaren Vale	Two Hands	Shiraz	Syrah	Australia	South Australia	1/23/2008	False	65	I had highest hopes for this wine. Highly rated by Robert Parker in past vintages, a quick sniff as we were decanting revealed an earthy, delicious shiraz aroma. NOSE: Great shiraz with buttery blueberry muffins. The earthiness I smelled during decanting devolved into a faint "barnyard" smell. I use that term because "poop" is somewhat indelicate. I didn't appreciate this particular scent. In this day and age, people should be able to make clean wines, especially for 34 bones! PALATE: Sugar syrup. I was so disappointed I couldn't concentrate on the rest of the palate. It may have been slightly spicy. Certainly the tannins were very slight. At least it was sugary sweet instead of glycerine fake-sweet like the Mollydooker. I don't know how Jay Miller can give this a 93. Even if it tastes delicious, the combination of the alcohol and sugar, with low acidity and tannins, makes it cloying, densely undrinkable. Seriously: 3/4 of a glass of this wine and you feel your gorge rise! $34. JM-93.	89.2407407407407
596169	470046	Red	2004	Redbank Wines Shiraz The Long Paddock	Australia, Victoria	Redbank Wines	Shiraz	Syrah	Australia	Victoria	1/23/2008	False	70	NOSE: Warm, round, bright red cherry pie, with a hint of sweet yogurt. PALATE: Also sweet, but balanced by slightly higher acidity than the Winner's Tank. Don't recall the finish. This was the first wine to be finished at the tasting - possibly the most drinkable of the four. The '05 version earned 75-JM. Too sweet for me. $9.	70
596167	375138	Red	2006	Eskadale Vineyards Shiraz The Winner's Tank Eskadale	Australia, South Australia, Fleurieu, Langhorne Creek	Eskadale Vineyards	Shiraz	Syrah	Australia	South Australia	1/23/2008	False	83	NOSE: Complex and real, with appetizing cherries, and hints of liquorice, burnt rubber, and egg nog. Several delicious tones I could not name. PALATE: slightly sweet, more than BM. Low acidity. Attacks the palate with extracted fruit. Aromatic midpalate. Long finish that unbalances, first faintly bitter, then fading into a sour aftertaste. Weak tannins. several largish particles of black fruit residue made it clear that this wine is unfiltered! Aromatically complex, and unoffensive in its balance, if not gripping. I would like it drier, with much bigger tannins.$16. JM-91	87.3548387096774
